brand,name,models,color,ram,storage,rom,screen,screen_size,sim,os,behind_camera,front_camera,url,error_url
Huawei,MatePad Pro,"MRX-AL09, MRX-AL19, MRX-W09, MRX-W19","['Gray', ' White', ' Green', ' Orange']","['6GB', '8GB', '8GB']","['128GB', '256GB', '512GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","10.8 inches, 338.2 cm",Nano-SIM,Android 10; EMUI 10,"['13 MP, f/1.8, PDAF']","['8 MP, f/2.0']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/huawei_matepad_pro-9973.php,-1
Nokia,6,"TA-1021, TA-1033, TA-1000, TA-1003, TA-1025, TA-1039","['Arte Black', ' Matte Black', ' Tempered Blue', ' Silver', ' Copper']","['3GB', '4GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","['16 MP, f/2.0, 1.0µm, PDAF']","['8 MP, f/2.0, 1/4"", 1.12µm, AF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6-6885.php,-1
Nokia,5,"TA-1053, TA-1024, TA-1044, TA-1027","['Tempered Blue', ' Silver', ' Matte Black', ' Copper']","['2GB', '3GB']","['16GB', '16GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","['13 MP, f/2.0, 1/3"", 1.12µm, PDAF']","['8 MP, f/2.0, 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_5-8571.php,-1
Nokia,3,"TA-1032, TA-1020, TA-1028, TA-1038","['Silver White', ' Matte Black', ' Tempered Blue', ' Copper White']",['2GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)","['8 MP, f/2.0, 1.12µm, AF']","['8 MP, f/2.0, AF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3-8572.php,-1
Nokia,130 (2017),"TA-1032, TA-1020, TA-1028, TA-1038","['Red', ' Grey', ' Black']",['4MB'],['8MB'],32MB,"TFT, 65K colors","1.8 inches, 10.0 cm",Single SIM (Mini-SIM) or Dual SIM (Mini-SIM),"Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)",['VGA'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_130_(2017)-8769.php,-1
Nokia,105 (2017),TA-1010,"['Black', ' Blue', ' White']",['4MB'],['4MB'],32MB,"TFT, 65K colors","1.8 inches, 10.0 cm","Dual SIM (Mini-SIM, dual stand-by)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_105_(2017)-8770.php,-1
Nokia,8,"TA-1004, TA-1012, TA-1052","['Tempered Blue', ' Polished Blue', ' Steel', ' Polished Copper']","['4GB', '6GB']","['64GB', '128GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","['13 MP, f/2.0, 1.12µm, PDAF, Laser AF, OIS', '13 MP B/W, f/2.0, 1.12µm, PDAF, Laser AF']","['13 MP, f/2.0, 1.12µm, PDAF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8-8522.php,-1
Nokia,8,"TA-1004, TA-1012, TA-1052","['Tempered Blue', ' Polished Blue', ' Steel', ' Polished Copper']","['4GB', '6GB']","['64GB', '128GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","['13 MP, f/2.0, 1.12µm, PDAF, Laser AF, OIS', '13 MP B/W, f/2.0, 1.12µm, PDAF, Laser AF']","['13 MP, f/2.0, 1.12µm, PDAF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8-8522.php,-1
Nokia,7,TA-1041,"['Gloss Black', ' Matt White']","['4GB', '6GB']","['64GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","['16 MP, f/1.8, 1.12µm, PDAF']","['5 MP, f/2.0, 1/4"", 1.4µm, AF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_7-8907.php,-1
Nokia,2,"TA-1029, TA-1035, TA-1007","['Pewter/Black', ' Pewter/White', ' Copper/Black']",['1GB'],['8GB'],32MB,"LTPS IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 7.1.1 (Nougat), upgradable to Android 8.1 (Oreo)","['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2-8513.php,-1
Nokia,3310 4G,"TA-1029, TA-1035, TA-1007","['Azure', ' Yellow', ' Warm Red', ' Charcoa']",['256MB'],['512MB'],32MB,TFT,"2.4 inches, 17.8 cm",Micro-SIM,"Android 7.1.1 (Nougat), upgradable to Android 8.1 (Oreo)",['2 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3310_4g-9046.php,-1
Nokia,1,"TA-1047, TA-1060, TA-1056, TA-1079, TA-1066","['Warm Red', ' Dark Blue']",['1GB'],['8GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 8.1 Oreo (Go edition),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_1-9052.php,-1
Nokia,6.1,"TA-1043, TA-1045, TA-1054, TA-1050, TA-1068","['Black/Copper', ' White/Iron', ' Blue/Gold']","['3GB', '4GB', '4GB']","['32GB', '32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","['16 MP, f/2.0, 27mm (wide), 1.0µm, PDAF']","['8 MP, f/2.0, 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6_1-8972.php,-1
Nokia,7 plus,"TA-1041, TA-1062, TA-1046","['Black/Copper', ' White/Copper']","['4GB', '6GB']","['64GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.4 cm","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","['12 MP, f/1.8, 25mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF', '13 MP, f/2.6, 1/3.4"", 1.0µm, 2x optical zoom, AF']","['16 MP, f/2.0, 1/3.1"", 1.0µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_7_plus-9058.php,-1
Nokia,8 Sirocco,TA-1005,['Black'],['6GB'],['128GB'],32MB,"P-OLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); Android One","['12 MP, f/1.8, 25mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF', '13 MP, f/2.6, 1/3.4"", 1.0µm, 2x optical zoom, AF']","['5 MP, f/2.0, 1/4"", 1.4µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8_sirocco-9087.php,-1
Nokia,8110 4G,TA-1005,"['Traditional Black', ' Banana Yellow']",['512MB'],['4GB'],32MB,TFT,"2.4 inches, 17.8 cm","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",KaiOS,['2 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8110_4g-9089.php,-1
Nokia,2.1,"TA-1080, TA-1092, TA-1084, TA-1093, TA-1086","['Blue/Copper', ' Blue/Silver', ' Grey/Silver']",['1GB'],['8GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Dual SIM (Nano-SIM, dual stand-by)","Android 8.1 Oreo (Go edition), upgradable to Android 9.0 Pie (Go edition); Android One","['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2_1-9216.php,-1
Nokia,3.1,"TA-1049, TA-1057, TA-1063, TA-1070, TA-1074","['Blue/Copper', ' Black/Chrome', ' White/Iron']","['2GB', '3GB']","['16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 69.8 cm","Dual SIM (Nano-SIM, dual stand-by)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); Android One","['13 MP, f/2.0, AF']","['8 MP, f/2.0']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3_1-9215.php,-1
Nokia,5.1,"TA-1075, TA-1061, TA-1088, TA-1081, TA-1076","['Copper', ' Tempered Blue', ' Black']","['2GB', '3GB']","['16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm","Dual SIM (Nano-SIM, dual stand-by)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); Android One","['16 MP, PDAF']",['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_5_1-9214.php,-1
Nokia,5.1 Plus (Nokia X5),"TA-1120, TA-1105, TA-1102","['Night black', ' Glacier white', ' Baltic sea blue']","['3GB', '4GB', '6GB']","['32GB', '64GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.86 inches, 85.7 cm","Dual SIM (Nano-SIM, dual stand-by)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","['13 MP, f/2.0, PDAF', '5 MP, depth sensor']","['8 MP, f/2.2, 26mm (wide)']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_5_1_plus_(nokia_x5)-9246.php,-1
Nokia,5.1 Plus (Nokia X5),"TA-1120, TA-1105, TA-1102","['Night black', ' Glacier white', ' Baltic sea blue']","['3GB', '4GB', '6GB']","['32GB', '64GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.86 inches, 85.7 cm","Dual SIM (Nano-SIM, dual stand-by)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","['13 MP, f/2.0, PDAF', '5 MP, depth sensor']","['8 MP, f/2.2, 26mm (wide)']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_5_1_plus_(nokia_x5)-9246.php,-1
Nokia,7.1,"TA-1100, TA-1097, TA-1085, TA-1095, TA-1096","['Gloss midnight blue', ' gloss steel']","['3GB', '4GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","['12 MP, f/1.8, 1.28µm, Dual Pixel PDAF', '5 MP, f/2.4, 1.12µm, depth sensor']","['8 MP, f/2.0, 24mm (wide)']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_7_1-9354.php,-1
Nokia,3.1 Plus,"TA-1118, TA-1125, TA-1113, TA-1117, TA-1124, TA-1125","['Blue', ' White', ' Gray']","['2GB', '2GB', '3GB']","['16GB', '32GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm","Dual SIM (Nano-SIM, dual stand-by)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One","['13 MP, f/2.0, AF', '5 MP, f/2.4, depth sensor']","['8 MP, f/2.2']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3_1_plus-9364.php,-1
Nokia,106 (2018),"TA-1118, TA-1125, TA-1113, TA-1117, TA-1124, TA-1125",['Black'],['4MB'],['4MB'],32MB,"TFT, 65K colors","1.8 inches, 10.0 cm","Dual SIM (Mini-SIM, dual stand-by)","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); Android One",['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_106_(2018)-9405.php,-1
Nokia,8.1 (Nokia X7),"TA-1099, TA-1113, TA-1115, TA-1131, TA-1119, TA-1121","['Blue', ' Silver', ' Steel', ' Copper', ' Iron', ' Steel']","['4GB', '6GB', '6GB']","['64GB', '64GB', '128GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.18 inches, 95.3 cm","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 9.0 (Pie), upgradable to Android 10.0; Android One","['12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, OIS', '13 MP']","['20 MP, f/2.0, 0.9µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8_1_(nokia_x7)-9342.php,-1
Nokia,8.1 (Nokia X7),"TA-1099, TA-1113, TA-1115, TA-1131, TA-1119, TA-1121","['Blue', ' Silver', ' Steel', ' Copper', ' Iron', ' Steel']","['4GB', '6GB', '6GB']","['64GB', '64GB', '128GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.18 inches, 95.3 cm","Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 9.0 (Pie), upgradable to Android 10.0; Android One","['12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, OIS', '13 MP']","['20 MP, f/2.0, 0.9µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_8_1_(nokia_x7)-9342.php,-1
Nokia,1 Plus,"TA-1130, TA-1111, TA-1123, TA-1127, TA-1131","['Black', ' Red', ' Blue']","['1GB', '1GB']","['8GB', '16GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm",Hybrid Dual SIM,Android 9.0 Pie (Go edition),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_1_plus-9538.php,-1
Nokia,3.2,"TA-1156, TA-1159, TA-1164","['Black', ' Steel']","['2GB', '3GB']","['16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie); Android One,"['13 MP, f/2.2, 1/3"", 1.12µm, AF']","['5 MP, f/2.2, 27mm (wide), 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3_2-9604.php,-1
Nokia,4.2,"TA-1184, TA-1133, TA-1149, TA-1150, TA-1157","['Black', ' Pink Sand']","['2GB', '3GB']","['16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie); Android One,"['13 MP, f/2.2, 1/3"", 1.12µm, PDAF', '2 MP, depth sensor']","['8 MP, f/2.0, 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_4_2-9603.php,-1
Nokia,9 PureView,"TA-1094, A-1087, TA-1082",['Midnight Blue'],['6GB'],['128GB'],32MB,"P-OLED capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie); Android One,"['5x 12 MP, f/1.8, 28mm (wide), 1/2.9"", 1.25µm', '(2x RGB & 3x B/W cameras, working simultaneously)', 'TOF 3D camera']","['20 MP, 1.0µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_9_pureview-8867.php,-1
Nokia,X71,"TA-1167, TA-1172",['Black'],['6GB'],['128GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.9 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie); Android One,"['48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF', '8 MP, 13mm (ultrawide)', '5 MP, f/2.4, depth sensor']","['16 MP, f/2.0']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_x71-9652.php,-1
Nokia,2.2,"TA-1183, TA-1179","['Steel', ' Tungsten Black']","['2GB', '3GB']","['16GB', '32GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie); Android One,"['13 MP, f/2.2, 1/3"", 1.12µm, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2_2-9731.php,-1
Nokia,3.1 A,TA1140,['Black'],['2GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm",Nano-SIM,Android 9.0 (Pie),"['8 MP, f/2.0, AF']","['5 MP, f/2.2']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3_1_a-9736.php,-1
Nokia,3.1 C,TA1140,['White'],['2GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm",Nano-SIM,Android 9.0 (Pie),"['8 MP, f/2.0, AF']","['5 MP, f/2.2']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_3_1_c-9737.php,-1
Nokia,105 (2019),TA1140,"['Black', ' Blue', ' Pink']",['4MB'],['4MB'],32MB,"TFT, 65K colors","1.77 inches, 9.7 cm","Dual SIM (Mini-SIM, dual stand-by)",Android 9.0 (Pie),['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_105_(2019)-9773.php,-1
Nokia,105 (2019),TA1140,"['Black', ' Blue', ' Pink']",['4MB'],['4MB'],32MB,"TFT, 65K colors","1.77 inches, 9.7 cm","Dual SIM (Mini-SIM, dual stand-by)",Android 9.0 (Pie),['No'],[],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_105_(2019)-9773.php,-1
Nokia,220 4G,"TA-1155, TA-1171, TA-1148","['Blue', ' Black']",['16MB'],['24MB'],32MB,"TFT, 256K colors","2.4 inches, 17.8 cm","Single SIM (Nano-SIM) or Dual SIM (Mini-SIM, dual stand-by)",Android 9.0 (Pie),['0.3 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_220_4g-9774.php,-1
Nokia,2720 Flip,"TA-1155, TA-1171, TA-1148","['Black', ' Gray', ' Red']",['512MB'],['4GB'],32MB,"TFT, 256K colors","2.8 inches, 24.3 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",KaiOS,['2 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_2720_flip-9836.php,-1
Nokia,800 Tough,"TA-1155, TA-1171, TA-1148","['Black Steel', ' Desert Sand']",['512MB'],['4GB'],32MB,"TFT, 256K colors","2.4 inches, 17.8 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",KaiOS,['2 MP'],['No'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_800_tough-9835.php,-1
Nokia,6.2,"TA-1155, TA-1171, TA-1148","['Ceramic Black', ' Ice']","['3GB', '4GB', '4GB']","['32GB', '64GB', '128GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie); Android One,"['16 MP, f/1.8, 27mm (wide), 1.0µm, PDAF', '8 MP, f/2.2, 13mm (ultrawide)', '5 MP, depth sensor']","['8 MP, f/2.0, 1/4"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_6_2-9834.php,-1
Nokia,7.2,"TA-1155, TA-1171, TA-1148","['Cyan Green', ' Charcoal', ' Ice']","['4GB', '6GB', '6GB']","['64GB', '64GB', '128GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 9.0 (Pie); Android One,"['48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF', '8 MP, f/2.2, 13mm (ultrawide)', '5 MP, depth sensor']","['20 MP, f/2.0']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/nokia_7_2-9833.php,-1
Sony,Xperia XA,"F3111, F3113, F3115","['White', ' Graphite Black', ' Lime Gold', ' Rose Gold']",['2GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Nano-SIM,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)","['13 MP, f/2.0, 1/3"", 1.12µm, PDAF']","['8 MP, f/2.0, 1/4"", AF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa-7950.php,-1
Sony,Xperia XA Dual,"F3111 F3113, F3115","['White', ' Graphite Black', ' Lime Gold', ' Rose Gold']",['2GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Nano-SIM, dual stand-by)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)","['13 MP, f/2.0, 1/3"", PDAF']","['8 MP, 1/4"", AF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa_dual-7957.php,-1
Sony,Xperia X,"F5122, F5121","['White', ' Graphite Black', ' Lime Gold', ' Rose Gold']","['3GB', '3GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']","['13 MP, f/2.0, 22mm (wide), 1/3""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_x-7948.php,-1
Sony,Xperia X Performance,"SO-04H, F8131, SOV33, F8132, 502SO","['White', ' Graphite Black', ' Lime Gold', ' Rose Gold']","['3GB', '3GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']","['13 MP, f/2.0, 22mm (wide), 1/3""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_x_performance-7949.php,-1
Sony,Xperia XA Ultra,"F3212, F3216, F3211, F3213, F3215","['White', ' Graphite Black', ' Lime Gold']",['3GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)","['21.5 MP, f/2.2, 1/2.4"", 1/2.4"", PDAF']","['16 MP, f/2.0, 1/2.6"", AF, OIS']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa_ultra-8102.php,-1
Sony,Xperia E5,"F3311, F3313, C1604","['Graphite Black', ' White']",['1.5GB'],['16GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",Android 6.0 (Marshmallow),"['13 MP, f/2.0, AF']","['5 MP, f/2.4']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_e5-8113.php,-1
Sony,Xperia XZ,"F8331, F8332, SO-01J, SOV34, 601SO","['Mineral black', ' Platinum', ' Forest blue', ' Deep pink']","['3GB', '3GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF, Laser AF']","['13 MP, f/2.0, 22mm (wide), 1/3""']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xz-8313.php,-1
Sony,Xperia X Compact,"SO-02J, F5321","['White', ' Universe black', ' Mist blue']",['3GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm",Nano-SIM,"Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_x_compact-8292.php,-1
Sony,Xperia XA1,"G3116, G3121, G3112, G3123, G3125","['White', ' Black', ' Gold', ' Pink']",['3GB'],['32GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']","['8 MP, f/2.0, 23mm (wide), 1/4"", AF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa1-8596.php,-1
Sony,Xperia XA1 Ultra,"G3226, G3221, G3212, G3223","['White', ' Black', ' Gold', ' Pink']","['4GB', '4GB']","['32GB', '64GB']",32MB,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm","Single SIM (Nano-SIM) - G3221, G3223","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","['23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF']","['16 MP, f/2.0, 23mm (wide), 1/2.6"", OIS, AF']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xa1_ultra-8595.php,-1
Sony,Xperia XZ Premium,"G8142, G8141, SO-04K, SO-04J","['Luminous Chrome', ' Deepsea Black', ' Bronze Pink', ' Rosso (red)']",['4GB'],['64GB'],32MB,"IPS LCD capacitive touchscreen, 16M colors","5.46 inches, 82.2 cm",Single SIM (Nano-SIM) - G8141,"Android 7.1 (Nougat), upgradable to Android 9.0 (Pie)","['19 MP, f/2.0, 25mm (wide), 1/2.3"", predictive PDAF, Laser AF']","['13 MP, f/2.0, 22mm (wide), 1/3"", 1.12µm']",http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/sony_xperia_xz_premium-8593.php,-1
